Year,Date,Host,City,Venue,Rank,University,Country,Team,Contestant 1,Contestant 2,Contestant 3,Gold,Silver,Bronze,Honorable,Score,Total,Score Percentage,Penalty,Prize
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,26,Zhejiang University,China,Heltion and l1ll5 & SSerxhs,Guangze Zhao,Yaowei Lyu,Ziheng Ling,False,False,False,True,6,11,0.55,411,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,27,Kharkiv National University of Radio Electronics,Ukraine,KhNURE_Energy is not over,Ihor Barenblat,Matvii Aslandukov,Oleh Vallas,False,False,False,True,6,11,0.55,423,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,28,Bangladesh University of Engineering and Technology,Bangladesh,BUET Potatoes,Kazi Irshad,Sabbir Rahman,Sk. Sabit Bin Mosaddek,False,False,False,True,6,11,0.55,534,Asia West Champion
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,29,Moscow State University,Russia,Moscow SU NoNames,Aleksandra Kashina,Andrei Kalendarov,Mikhail Koshelev,False,False,False,True,6,11,0.55,608,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,30,Zhejiang Normal University,China,xxsrk,Runhao Jiang,Tianchen Zhou,Zhihang Yu,False,False,False,True,6,11,0.55,648,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,31,Stanford University,United States,Cardinal,Konstantin Miagkov,Lucas Xia,Spencer Compton,False,False,False,True,6,11,0.55,653,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,32,Escuela Superior De Computo Instituto Politecnico Nacional,Mexico,Chilaquiles con pollo,Abraham Omar Macías Márquez,Alan Enrique Ontiveros Salazar,Bryan Enrique González Vélez,False,False,False,True,6,11,0.55,661,Latin America Champion
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,33,University of Warsaw,Poland,Warsaw Eagles 2022,Antoni Wiśniewski,Kacper Kluk,Rafał Łyżwa,False,False,False,True,6,11,0.55,670,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,34,Jagiellonian University in Krakow,Poland,Jagiellonian Grandpas,Bartosz Podkanowicz,Krzysztof Pióro,Krzysztof Potępa,False,False,False,True,6,11,0.55,682,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,35,University of Dhaka,Bangladesh,DU_NotStrongEnough,Ayman Rasheed,Ayon Shahrier,Jubayer Rahman,False,False,False,True,6,11,0.55,720,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,36,Beihang University,China,Poor Math,Liankai Jin,Yibang Tang,Zhenwei Yang,False,False,False,True,6,11,0.55,724,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,37,UNSW Sydney,Australia,Runtime Terror,Ali Khosravi,Angus Ritossa,Dallas Yan,False,False,False,True,6,11,0.55,748,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,38,University of Electronic Science and Technology of China,China,UESTC_Sorry,Junjie Chen,Yiming Feng,Zexing Chen,False,False,False,True,6,11,0.55,752,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,39,St. Petersburg State University,Russia,Team Chill It,Daniil Pavlenko,Ivan Volkov,Sergei Khargeliia,False,False,False,True,6,11,0.55,755,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,40,Nanyang Technological University,Singapore,Epiphyllum,Chenyang Gu,Jiawei Ren,Mingyuan Zhang,False,False,False,True,6,11,0.55,772,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,41,Northwestern Polytechnical University,China,Al+Cu=Au+Cl↑,Haoyang Xu,Jiutao Chi,Tianshu Li,False,False,False,True,6,11,0.55,778,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,42,Universitas Indonesia,Indonesia,stack.py,Fausta Anugrah Dianparama,Hocky Yudhiono,Pikatan Arya Bramajati,False,False,False,True,6,11,0.55,785,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,43,Columbia University,United States,Columbia-fortcoders,Jiajie Lai,Kaiheng Dai,Kevin Yang,False,False,False,True,6,11,0.55,793,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,44,ETH Zürich,Switzerland,mETHodical,Andrzej Turko,Christopher Burckhardt,Paula Vidas,False,False,False,True,6,11,0.55,794,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,45,International IT University,Kazakhstan,SuperNoVa,Aibar Kuanyshbay,Batyrkhan Altynbekov,Dinmukhamed Shormankhan,False,False,False,True,6,11,0.55,831,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,46,Ecole Polytechnique,France,EP Oranje,François Sellier,Killian Dengreville,Matthias Hasler,False,False,False,True,6,11,0.55,866,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,47,Ain Shams University - Faculty of Computer and Information Sciences,Egypt,Too Wrong to pass Too Correct to fail,Isaac Moris,Islam Mohsen,Mostafa ELbadawy,False,False,False,True,6,11,0.55,878,Africa and Arab Champion
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,48,Nizhny Novgorod State University,Russia,NNSU Lera Retired,Aleksey Upirvitskiy,Ilya Khlyustov,Maksim Emelin,False,False,False,True,6,11,0.55,897,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,49,KAIST,South Korea,DO Solve,Onjo Lee,Serin Kim,Sungjae Im,False,False,False,True,6,11,0.55,914,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,50,Harbour.Space University - Barcelona Campus,Spain,Raw Pots,Danil Zashikhin,Maksym Oboznyi,Marco Meijer,False,False,False,True,6,11,0.55,918,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,51,École Normale Supérieure de Paris,France,ENS Ulm 1,Felix Breton,Hector Buffière,Victor Deng,False,False,False,True,6,11,0.55,922,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,52,Zhongshan (Sun Yat-sen) University,China,SYSU_unhindered,Lihui Xie,Mingyu Deng,Qipeng Kuang,False,False,False,True,6,11,0.55,929,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,53,The University of Texas at Austin,United States,NewType,Jiawei Li,Ruoshi Dai,Stanley Wei,False,False,False,True,6,11,0.55,985,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,54,Universidad Nacional de Córdoba - FaMAF,Argentina,Overflowed,Emanuel Nicolás Herrador,Mateo Carranza Vélez,Uziel Ludueña,False,False,False,True,6,11,0.55,989,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,55,"Birla Institute of Technology and Science, Pilani Campus",India,seize_means_of_software_production,Aditya Anand Bangalore,Rahul Prabhu,Tanveer Singh,False,False,False,True,6,11,0.55,1029,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,56,Technische Universität München,Germany,TUM Riddle,Atacan İyidoğan,Erik Sünderhauf,Tobias Benjamin Schindler,False,False,False,True,6,11,0.55,1106,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,57,Free University of Tbilisi,Georgia,Tbilisi Freeuni 1,Aleksandre Khokhiashvili,Bakari Gamezardashvili,Vano Gamezardashvili,False,False,False,True,6,11,0.55,1221,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,58,National Yang Ming Chiao Tung University,Taiwan,NYCU_ACtame,Bo-Wei Lin,Hsuan-Yu Kuo,Ke-Wei Huang,False,False,False,True,6,11,0.55,1231,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,59,University of Science and Technology of China,China,cabbage,Wang HanBin,YueRan Yin,Zhu ChenXi,False,False,False,True,6,11,0.55,1243,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,60,University of Cambridge,United Kingdom,Sidney's Cat Tree,Gediminas Lelesius,Tautvydas Jasiūnas,,False,False,False,True,6,11,0.55,1443,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,61,Shanghai Jiao Tong University,China,willow,Tianle Jiang,Yaoqi Ye,Zhaozi Wang,False,False,False,True,5,11,0.45,440,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,62,Jinan University,China,Aegleseekers,Jianwei Wen,Jun Mai,Yinhua Wen,False,False,False,True,5,11,0.45,526,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,63,Indian Institute of Technology - Madras,India,Three of a Kind,Kaustubh Miglani,Sai Aryan Reddy Malkareddy,Vineet Kumar Dhandharia,False,False,False,True,5,11,0.45,532,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,64,Astana IT University,Kazakhstan,AITU 1,Daulet Biakhmet,Dinmukhamed Oralkhanov,Parassat Kyzyrkanov,False,False,False,True,5,11,0.45,544,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,65,German University in Cairo,Egypt,Hemose 3al shagara wala 10 fel 2eed,Adhm Mohamed,Ibrahim Dewedar,Yahia Sherif,False,False,False,True,5,11,0.45,632,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,66,Ural Federal University,Russia,Ural FU: CheezeKEK,Aleksei Chizhov,Artyom Tsepov,Kirill Reshke,False,False,False,True,5,11,0.45,649,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,67,"Arab Academy for Science, Technology and Maritime Transport - Alexandria",Egypt,100% Winrate,Mahmoud Badawy,Mariam Salah,Youssef Salama,False,False,False,True,5,11,0.45,672,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,68,Hangzhou Dianzi University,China,HDU-T02,Wuxiao Yin,ZhengHe Zhao,Zhiwei Dai,False,False,False,True,5,11,0.45,689,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,69,Universidad Tecnológica Nacional - Facultad Regional Santa Fe,Argentina,anarap+1,Federico Nahuel Quijada,Juan Pablo Cabaña,Luis Santiago Ré,False,False,False,True,5,11,0.45,690,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,70,University of Illinois at Urbana-Champaign,United States,UIUC A,Aditya Jain,Sean Liu,Zhenwei Hu,False,False,False,True,5,11,0.45,698,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,71,National University of Singapore,Singapore,7 Halim,Edbert Geraldy Cangdinata,Li Lim,Yehezkiel Theodoroes,False,False,False,True,5,11,0.45,715,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,72,Universidade de São Paulo,Brazil,Hoje tem 'In queue' do Ribamar,Gabriel de Azevedo,Lucas Hiroshi Hanke Harada,Thiago Oliveira,False,False,False,True,5,11,0.45,751,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,73,University of Melbourne,Australia,fightUsUNSW,Michael Zhao,Netanya Robinson,Quang Ong,False,False,False,True,5,11,0.45,752,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,74,Rutgers University,United States,Rutgers-7,Akif Patel,Joseph Durie,Thomas Yang,False,False,False,True,5,11,0.45,773,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,75,Assiut University,Egypt,Ala7lam_team,Ahmed Ezzat,Mahmoud Abd Alkareem,Muhammad Mustafa,False,False,False,True,5,11,0.45,793,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,76,"Indian Institute of Technology (ISM), Dhanbad",India,Convex Chull,Abhishek Kumar Jain,Jay Sharma,Yash Daga,False,False,False,True,5,11,0.45,807,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,77,Tianjin University,China,I Just Kidding,Dingxun Du,Wang Wenbin,Zhiling He,False,False,False,True,5,11,0.45,821,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,78,University of Engineering and Technology - VNU,Viet Nam,PENDLE,Duong Dao Quang Thai,Nghia Pham,Nguyen Hai Binh,False,False,False,True,5,11,0.45,853,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,79,"University of Science, VNU-HCM",Viet Nam,HCMUS-HenoWorld,Minh-Hoang Le,Nghia Huu Le,Tung Hoang Vu,False,False,False,True,5,11,0.45,859,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,80,"National University of Science and Technology ""MISiS""",Russia,Palm_Hop_Selec,Daryush Piskevich,Evgeny Kolodin,Mikhail Tagiltsev,False,False,False,True,5,11,0.45,938,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,81,Universidad de Buenos Aires - FCEN,Argentina,Prim Floyd,Julián Braier,Marcos Blufstein,Mateo Marenco,False,False,False,True,5,11,0.45,1007,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,82,Indian Institute of Technology - Varanasi,India,rng(weed,Kushagra Goel,Piyush Pransukhka,Vaibhav Khater,False,False,False,True,5,11,0.45,1022,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,83,Universidad Nacional de Colombia - Bogotá,Colombia,doscomUNAL,Jonathan Carrillo,Oscar Fabian Sierra Daza,Roger David Trujillo Ibáñez,False,False,False,True,4,11,0.36,368,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,84,Universidade Federal de Pernambuco,Brazil,Amigos de Yuki U・ᴥ・U,Bezaliel Silva,Gabriel de Azevedo Pessoa,Ícaro Guerra,False,False,False,True,4,11,0.36,387,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,85,Purdue University,United States,Purdue UWU,Egor Gagushin,Minh Nguyen,Peter Jin,False,False,False,True,4,11,0.36,466,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,86,"The Chinese University of Hong Kong, Shenzhen",China,Novices on the Road,Qingshuo Guo,Qiuyang Mang,Yuan Xu,False,False,False,True,4,11,0.36,500,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,87,Al-Baath University,Syria,Official bots,Ahmad Alhussin,Ahmad Sarhan,Mohanad Nahhal,False,False,False,True,4,11,0.36,512,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,88,Universidad de La Habana,Cuba,UH++,Carmen Cabrera,Marcos Adrián Valdivié Rodríguez,Marcos Tirador,False,False,False,True,4,11,0.36,545,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,89,National Tsing Hua University,Taiwan,BFs,Kai-Chun Ho,Li-Yuan Chiang,Yu-Cheng Chen,False,False,False,True,4,11,0.36,575,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,90,Hanoi University of Science and Technology,Viet Nam,Vaccinated,Dinh Dac Do,Le Hiep Tran,Viet Dung Nguyen,False,False,False,True,4,11,0.36,587,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,91,Rajshahi University of Engineering & Technology,Bangladesh,RUET_Aftermath,Adnan Zawad Toky,Risal Shahriar Shefin,Sayeef Mahmud,False,False,False,True,4,11,0.36,603,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,92,Institut Supérieur d'Informatique,Tunisia,eBsilong,Saif Allah Ben Khelil,Smiri Med Aziz,Yassine Hajji,False,False,False,True,4,11,0.36,604,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,93,Innopolis University,Russia,Innopolis U Q,Khaled Akhmed,Khaled Ismaeel,Wesam Naseer,False,False,False,True,4,11,0.36,613,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,94,IIIT-Delhi,India,PGP,Gaurav Dawra,Parth Chhabra,Priyansh Agarwal,False,False,False,True,4,11,0.36,617,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,95,Indian Institute of Technology - Roorkee,India,Kaala Khatta,Ajit Pant,Dinesh Goyal,Yatin Khanna,False,False,False,True,4,11,0.36,631,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,96,American University of Beirut,Lebanon,Penalteam,Charbel Chucri,Jihad Hanna,,False,False,False,True,4,11,0.36,646,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,97,University of Alberta,Canada,Alberta Aqua,Ian DeHaan,Jiacheng Wu,Weiying Chen,False,False,False,True,4,11,0.36,688,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,98,University of Washington,United States,new-final-final-2,Milin Kodnongbua,Nathanon Akkaraphab,Phawin Prongpaophan,False,False,False,True,4,11,0.36,700,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,99,ADA University,Azerbaijan,ADA U 2,Aykhan Aghayev,Ibrahim Taghizade,Ulvi Aslanli,False,False,False,True,4,11,0.36,707,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,100,Instituto de Matemática Pura e Aplicada,Brazil,Last Chance,Angel Gerardo Napa Bernuy,Celio Passos,Yukun Zhao,False,False,False,True,4,11,0.36,711,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,101,"National Institute of Technology, Trichy",India,2Golu1Tonu,Nitin Gupta,Rishab Nahar,Ritik Mittal,False,False,False,True,4,11,0.36,873,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,102,IIT Bhubaneswar,India,AlphaZer0,Arpit Kesharwani,Rishvic Pushpakaran,Sarthak Gupta,False,False,False,True,3,11,0.27,235,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,103,International Institute of Information Technology - Hyderabad,India,FLogic,Aditya Verma,Alapan Chaudhuri,Amul Agrawal,False,False,False,True,3,11,0.27,280,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,104,Damascus University,Syria,Zit Zit,Mhd Bsher Ghbrh,Mhd Said Sabbagh,Omar Alhelo,False,False,False,True,3,11,0.27,293,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,105,Universidade de São Paulo - Campus de São Carlos,Brazil,gramando no deitado,Andre Fakhoury,Frederico Ribeiro,Lucas Fernandes Turci,False,False,False,True,3,11,0.27,365,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,106,Indian Institute of Technology - Patna,India,Triumvirate73,Dolesh .,Harsh Bharadwaj,Saurabh Singh,False,False,False,True,3,11,0.27,367,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,107,Instituto Tecnológico Autónomo de México,Mexico,Radical Sweep,Alfredo Pineda,Carlos Alberto Delgado Elizondo,Diego Hinojosa Téllez,False,False,False,True,3,11,0.27,406,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,108,Jordan University of Science and Technology,Jordan,pancake sorting :p,Abdulrahman Ajlouni,Ahmad Sulieman,Iyaad Al-Azzam,False,False,False,True,3,11,0.27,431,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,109,Universidad Simón Bolívar,Venezuela,Mermelada,Angel Garces,Jesus Wahrman,Marcos Lerones,False,False,False,True,3,11,0.27,438,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,110,Universidad de Guadalajara CUCEI,Mexico,"Leones(0,0,0",Aida Crystal Rodriguez Soto,Franco Ariel Ramirez Villa,Jorge Iván Bórquez Meza,False,False,False,True,3,11,0.27,451,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,111,Universidad de las Ciencias Informáticas,Cuba,FreesTyle,Elizabeth Calzadilla Fernández,Ernesto Teruel Velazco,Vladimir Otero Mariño,False,False,False,True,3,11,0.27,487,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,112,Universidade Federal de Campina Grande,Brazil,O amarelo foi ejetado,Daniel Figueredo,João Marcos Lima Medeiros,Rennan Rocha de Freitas,False,False,False,True,3,11,0.27,510,
