Year,Date,Host,City,Venue,Rank,University,Country,Team,Contestant 1,Contestant 2,Contestant 3,Gold,Silver,Bronze,Honorable,Score,Total,Score Percentage,Penalty,Prize
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,17,Universidad de Buenos Aires - FCEN,Argentina,InChaVoLa,Carlos Miguel Soto,Ivo Pajor,Lautaro Lasorsa,False,False,False,True,7,12,0.58,1088,Latin America Champion
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,18,Karlsruhe Institute of Technology,Germany,Kindergarten Timelimit,Jonathan Dransfeld,Lucas Schwebler,Yidi Zang,False,False,False,True,7,12,0.58,1091,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,19,ETH Zürich,Switzerland,dETHroners,Michal Stawarz,Paula Vidas,Theodor Moroianu,False,False,False,True,7,12,0.58,1101,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,20,University of Oxford,United Kingdom,NewJeans,Harris Leung,Thien Udomsrirungruang,Viktor Kozhuharov,False,False,False,True,7,12,0.58,1122,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,21,Harvard University,United States,Harvard MIT Math Tournament,Andrew Gu,Gabriel Wu,Maxwell Zen,False,False,False,True,7,12,0.58,1272,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,22,St. Petersburg State University,Russia,block of cats,Fedor Ushakov,Leonid Danilevich,Maksim Turevskii,False,False,False,True,7,12,0.58,1298,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,23,Sharif University of Technology,Iran,Ballmer Peak,Ali Safary,Alireza Keshavarz,AmirMohamad Shahrezaei,False,False,False,True,7,12,0.58,1682,Asia West Champion
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,24,Eötvös Loránd University,Hungary,ELTE 1,Benedek Nádor,Péter Gyimesi,Péter Varga,False,False,False,True,6,12,0.5,535,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,25,UNSW Sydney,Australia,Hell Hunt again?,Joseph Luo,Tsingying Xu,Zixu He,False,False,False,True,6,12,0.5,547,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,26,Taras Shevchenko National University of Kyiv,Ukraine,KNU_0_GB_RAM,Kostiantyn Lutsenko,Kostiantyn Savchuk,Vladyslav Zavodnyk,False,False,False,True,6,12,0.5,564,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,27,International IT University,Kazakhstan,KAZAKHSTAN,Alikhan Zimanov,Fedor Popov,Temirkhan Zimanov,False,False,False,True,6,12,0.5,632,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,28,Lviv National University,Ukraine,LNU Stallions,Maksym Shcherba,Petro Tarnavskyi,Yarema Stiahar,False,False,False,True,6,12,0.5,675,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,29,National Research University Higher School of Economics,Russia,Youthful Passion Fruit,Aleksander Nekrasov,Alexey Vasilyev,Iurii Pustovalov,False,False,False,True,6,12,0.5,728,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,30,University of Waterloo,Canada,Waterloo Black,Kevin Wan,Max Jiang,Wen Yuen Pang,False,False,False,True,6,12,0.5,733,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,31,The Chinese University of Hong Kong,Hong Kong,HKOI 0,Chong Ho Hsieh,Hiu Tsun Ng,Ka Hei Wai,False,False,False,True,6,12,0.5,776,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,32,Soongsil University,South Korea,PS akgwi,Jeounghui Nah,Joowon Oh,Seongseo Lee,False,False,False,True,6,12,0.5,805,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,33,Applied Science Private University,Jordan,arealteam,Asem Tuffaha,Ayoub Abuasbeh,Mohammad Kilani,False,False,False,True,6,12,0.5,808,Africa and Arab Champion
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,34,Nanjing University of Posts and Telecommunications,China,Cirtrus,Lehan He,Yixin Chen,Yizhou Zhao,False,False,False,True,6,12,0.5,811,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,35,University of Cambridge,United Kingdom,Trinity's Trinity,Fredrik Ekholm,Joël Benjamin Huber,Matej Urban,False,False,False,True,6,12,0.5,824,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,36,St. Petersburg ITMO University,Russia,pengzoo,Mikhail Perveev,Nikita Golikov,Zakhar Iakovlev,False,False,False,True,6,12,0.5,864,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,37,University of Wroclaw,Poland,UWr 1,Antoni Buraczewski,Krzysztof Boryczka,Łukasz Pluta,False,False,False,True,6,12,0.5,879,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,38,Universidade de São Paulo,Brazil,Codando & Coringando,Luan Ícaro Pinto Arcanjo,Nathan Martins,Willian Miura Mori,False,False,False,True,6,12,0.5,927,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,39,École Normale Supérieure de Paris,France,ENS Ulm 1,Hugo Peyraud-Magnin,Justin Cahuzac,Sven Meyer,False,False,False,True,6,12,0.5,950,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,40,"The Chinese University of Hong Kong, Shenzhen",China,CUHK-SZ: (TBD,Hanfei Chen,Runyuan He,Zirong Zeng,False,False,False,True,6,12,0.5,967,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,41,Nanjing University,China,Unreal Eventide,Fengning Ou,Qicheng Shan,Tianxing Ding,False,False,False,True,6,12,0.5,980,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,42,National Taiwan University,Taiwan,RngBased,Chi Wang,Chia-Hung Kao,Shu Wei Chang,False,False,False,True,6,12,0.5,988,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,43,Moscow Aviation Institute,Russia,MAI #1,Egor Belousov,Maksim Inyutin,Maxim Plyushkin,False,False,False,True,6,12,0.5,1033,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,44,Shanghai Jiao Tong University,China,Nemesis,Jianjun Zhang,Mingchi Zhang,Zonghan Yang,False,False,False,True,6,12,0.5,1065,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,45,Novosibirsk State University,Russia,Novosibirsk SU 1: Avdim last hope,Anton Mokrousov,Artyom Plyusnin,Sophya Lylova,False,False,False,True,6,12,0.5,1100,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,46,Stanford University,United States,Stanford Cardinal,Conor Kennedy,Jung Tao Cheng,Nikil Roashan Selvam,False,False,False,True,6,12,0.5,1114,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,47,Northeastern University (China),China,NEU_Vulpecula,Kun Su,Shaohuang Chen,Yuehao Xu,False,False,False,True,6,12,0.5,1151,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,48,Harbin Institute of Technology,China,Genshin Impact's Fault,Peijian Du,Yifan Yang,Zhanhua Qi,False,False,False,True,6,12,0.5,1390,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,49,University of Engineering and Technology - VNU,Viet Nam,sudo,Hung Pham,Khue Hoang Ngoc Bao,Trung Xuan Pham,False,False,False,True,6,12,0.5,1415,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,50,National University of Defense Technology,China,ALPC_Natural_Selection,Jiaying Wu,Shijia Kang,Ziheng Wang,False,False,False,True,6,12,0.5,1470,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,51,The University of British Columbia,Canada,UBSEA,Joel Gunawan,Phu Binh Nguyen,Vincent Ling,False,False,False,True,5,12,0.42,366,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,52,Nazarbayev University,Kazakhstan,AITPAU,Almaz Shinbay,Altair Ashurov,Zhambyl Maksotov,False,False,False,True,5,12,0.42,373,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,53,"University of California, Berkeley",United States,ICPC Fans,Ernest Lu,Vedant Kumud,Youngmin Park,False,False,False,True,5,12,0.42,406,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,54,University of Warsaw,Poland,Warsaw Eagles 2024,Arkadiusz Czarkowski,Bartłomiej Czarkowski,Tomasz Nowak,False,False,False,True,5,12,0.42,424,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,55,Kazakh-British Technical University,Kazakhstan,DAG,Amanbol Kanatuly,Dinmukhamed Tursynbay,Ivane Topuria,False,False,False,True,5,12,0.42,469,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,56,University of Dhaka,Bangladesh,DU__Ascending___,Ayon Shahrier,Jubayer Rahman,Nayeemul Islam Swad,False,False,False,True,5,12,0.42,479,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,57,University of Washington,United States,KKSK,Jiyuan Qi,Jun Xing Go,Kaiyuan Liu,False,False,False,True,5,12,0.42,552,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,58,University of California San Diego,United States,UCSD Fallen Star,Shang Zhou,Stanisław Strzelecki,Zexing Chen,False,False,False,True,5,12,0.42,590,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,59,Indian Institute of Technology - Kharagpur,India,DunderMifflin,Rishabh Agarwal,Rishit Singhania,Shreyan Ray,False,False,False,True,5,12,0.42,642,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,60,Cairo University - Faculty of Computers and Artificial Intelligence,Egypt,El Teeran El Hayga,Abdelrahman Gamal,Beshoy Hany,Hazem Adel,False,False,False,True,5,12,0.42,710,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,61,Universidade do Porto,Portugal,Heroes of the C,Duarte Nóbrega,Kevin Pucci,Paulo Sousa,False,False,False,True,5,12,0.42,718,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,62,Columbia University,United States,Columbia-CU later,Eric Shao,Innokentiy Kaurov,Kevin Yang,False,False,False,True,5,12,0.42,726,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,63,Indian Institute of Technology - Delhi,India,SkillIssue,Malik Hammad Faisal,Mridul Ahi,Tanmay Tanmay,False,False,False,True,5,12,0.42,729,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,63,Wuhan University of Technology,China,Aquatic Archeology,Luhao Yan,Zhehao Hou,Zhenao Zhu,False,False,False,True,5,12,0.42,729,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,65,"University of Science, VNU-HCM",Viet Nam,HCMUS-ExploringWorld,Minh-Hoang Le,Nghia Huu Le,Tung Hoang Vu,False,False,False,True,5,12,0.42,733,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,66,Universidade Federal do Rio de Janeiro,Brazil,Todo mundo adora o Chris,Felipe Chen Wu,Lucas Melick,Vinicius Proença,False,False,False,True,5,12,0.42,770,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,67,University of Electronic Science and Technology of China,China,UESTC_Guest_WiFi,Cheng Wang,Chenghao Zhu,Jingwei Yi,False,False,False,True,5,12,0.42,775,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,68,Pohang University of Science and Technology,South Korea,AllSolvedin1557,Kwon Chan Woo,Leo Jang,Yu Dam Lee,False,False,False,True,5,12,0.42,779,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,69,University of Illinois at Urbana-Champaign,United States,Ippatsu,Aditya Jain,Jiahao Fu,Yuuki Sawanoi,False,False,False,True,5,12,0.42,790,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,70,Shahjalal University of Science and Technology,Bangladesh,SUST_GuessForces,Md. Shajalal Sohag,Mozaddede Alfeh Sani,Shaikat Hosen,False,False,False,True,5,12,0.42,800,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,71,Universidade Estadual de Campinas,Brazil,"Eu ja tenho meu veredito, FAKE AC",Bernardo Panka Archegas,Luiz Henrique Yuji Delgado Oda,Yan Silva,False,False,False,True,5,12,0.42,829,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,72,Belarusian State University,Belarus,Belarusian SU 1: Last hope,Andrei Kastsiany,Anton Kharasau,Uladzislau Koshchanka,False,False,False,True,5,12,0.42,856,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,73,Universidade Federal de Minas Gerais,Brazil,teambrbr002,Emanuel Silva,Felipe Mota dos Santos,Kaio Henrique Masse Vieira,False,False,False,True,5,12,0.42,862,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,74,University of Virginia,United States,Gourd Zero,Chase Hildebrand,Nicholas Winschel,Richard Wang,False,False,False,True,5,12,0.42,869,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,75,IIT Bhubaneswar,India,Three Musketeers,Akshat Gupta,Arihant Garg,Sarthak Gupta,False,False,False,True,5,12,0.42,879,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,76,Yerevan State University,Armenia,SD3,Hamlet Petrosyan,Robert Kocharyan,Samvel Andreasyan,False,False,False,True,5,12,0.42,883,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,77,Higher Institute for Applied Sciences and Technology,Syria,Lightning Storm,Ghaffar Daher,Mahmoud Haddad,Mohamad Al Aswad,False,False,False,True,5,12,0.42,905,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,78,Hunan University,China,Golden Legend,Jie Su,Mingyang Zhu,Shukang Liao,False,False,False,True,5,12,0.42,916,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,79,German University in Cairo,Egypt,One Last Dance,Adhm Mohamed,Ibrahim Dewedar,Yahia Sherif,False,False,False,True,5,12,0.42,946,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,80,Universidade Federal de Goiás,Brazil,Monkeys: Karasuno,Dayllon Vinícius Xavier Lemos,Gustavo Leal,Nelsi Junior,False,False,False,True,5,12,0.42,950,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,81,Northwestern Polytechnical University,China,Favour,Haoyang Xu,Jiutao Chi,Tianshu Li,False,False,False,True,5,12,0.42,1020,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,82,Astana IT University,Kazakhstan,jaujurek 3 bala,Daulet Biakhmet,Dinmukhamed Oralkhanov,Narkhan Kamzabek,False,False,False,True,5,12,0.42,1024,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,83,Instituto Militar de Engenharia,Brazil,what's the expected amount of y's in a hey when she's into me?,Mateus Sze Cosenza,Matheus Andrade Barreto,Sérgio Macário,False,False,False,True,5,12,0.42,1029,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,84,The Australian National University,Australia,ACDQ,Andrew Kerr,Cormac Kikkert,Hadyn Tang,False,False,False,True,5,12,0.42,1046,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,85,Universitat Politècnica de Catalunya,Spain,Trie harder,Darío Martínez Ramírez,Pablo Sáez Reyes,Xavier Povill,False,False,False,True,5,12,0.42,1100,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,86,Indian Institute of Technology - Madras,India,Yorozuya Forever,Dronadula Teja,Nisanth Daniel,Yash Bhagwat,False,False,False,True,5,12,0.42,1130,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,87,University of California Irvine,United States,typedef int uci;,Elijah Huang,Jerry Li,Thomas Neill,False,False,False,True,4,12,0.33,393,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,88,University of Rochester,United States,Apocalypse Punisher,Xiaoou Zhou,Yan Zou,Zeyu Nie,False,False,False,True,4,12,0.33,414,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,89,Kharkiv National University of Radio Electronics,Ukraine,KhNURE_KIVI,Ihor Barenblat,Kostiantyn Denysov,Valerii Grynenko,False,False,False,True,4,12,0.33,417,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,90,Pontificia Universidad Católica de Chile,Chile,Bella y Sensual,Ignacio Muñoz,Martin Andrighetti,Vicente Opazo,False,False,False,True,4,12,0.33,433,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,91,Universitas Indonesia,Indonesia,Rigor Mormist,Arvin Arvin,Pikatan Arya Bramajati,Steven Novaryo,False,False,False,True,4,12,0.33,473,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,92,St. Petersburg State University of Industrial Technologies and Design,Russia,PMI,Denis Akilov,Kirill Kipriyanov,Sofya Romashenko,False,False,False,True,4,12,0.33,512,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,93,"Arab Academy for Science, Technology and Maritime Transport - Cairo",Egypt,Retired but Not Tired,Abdel-Aziz Mostafa,Anas Ibrahim,Mostafa Emad,False,False,False,True,4,12,0.33,528,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,94,University of Michigan at Ann Arbor,United States,Victors,Benyu Wang,Tuong Le,Yeyuan Chen,False,False,False,True,4,12,0.33,540,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,95,Universidad Nacional de Colombia - Bogotá,Colombia,UNichan,Miguel Saenz,Nicolas Pardo,Oscar Fabian Sierra Daza,False,False,False,True,4,12,0.33,573,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,96,Indian Institute of Technology - Bombay,India,Runtime Terrors,Harshvardhan Agarwal,Pulkit Agarwal,Vaibhav Raj,False,False,False,True,4,12,0.33,596,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,97,Nanyang Technological University,Singapore,UknoWho,Lingxuan Zhao,Xuhang Zhou,Zhengyu Wen,False,False,False,True,4,12,0.33,611,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,98,Indian Institute of Technology - Kanpur,India,FacelessMen3.1,Avi Kumar,Satyam Roy,Udhav Varma,False,False,False,True,4,12,0.33,627,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,99,Universidad de La Habana,Cuba,UH Top,Ariel González Gómez,Jorge Alejandro Pichardo Cabrera,Leonardo Daniel Artiles Montero,False,False,False,True,4,12,0.33,644,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,100,Universidad de Guanajuato - DCNE,Mexico,OWO,Diego Emir García Moreno,José Ángel Alejandro Soto,Sebastian Sánchez Lara,False,False,False,True,4,12,0.33,681,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,101,Hanoi University of Science and Technology,Viet Nam,HUST Kite,Anh Tien Nguyen,Dũng Nguyễn Tấn,Hoang Tien Pham,False,False,False,True,4,12,0.33,696,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,102,Skolkovo Institute of Science and Technology,Russia,Caravella,Artur Goldman,Ekaterina Fadeeva,Nikita Morozov,False,False,False,True,4,12,0.33,731,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,103,Birzeit University,Palestine,Watermelon,Basil Hijaz,Mohammad Milhem,Suhaib Sawalha,False,False,False,True,4,12,0.33,776,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,104,University of Bergen,Norway,Florida Men,Jakob Skaar,Magnus Hegdahl,Samuel Krempasky,False,False,False,True,4,12,0.33,815,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,105,Universidade do Estado de Santa Catarina,Brazil,Não Treinamos o João,Enzo Rodrigues,Eric Grochowicz,João Marcos De Oliveira,False,False,False,True,4,12,0.33,868,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,106,Ulsan National Institute of Science and Technology,South Korea,Potom,Adil Sultanov,Ildar Kanaliyev,Mansur Mukimbekov,False,False,False,True,4,12,0.33,1063,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,107,"Birla Institute of Technology and Science, Pilani Campus",India,lite lo,Anish Kasegaonkar,Siddhant Attavar,Tanveer Singh,False,False,False,True,3,12,0.25,255,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,108,Indian Institute of Technology - Roorkee,India,Buriburizaemon,Lakshya Joshi,Rudransh Lnu,Tejas Sajwan,False,False,False,True,3,12,0.25,264,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,109,The University of Texas at Austin,United States,UT Orange,Aaryan Prakash,Caleb Hu,Mark Wen,False,False,False,True,3,12,0.25,270,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,110,Osaka University,Japan,kotamanegi_marunage,Koki Aoyama,Shunsuke Tomimoto,Yuya Terashima,False,False,False,True,3,12,0.25,275,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,111,I. Javakhishvili Tbilisi State University,Georgia,Darwin Nunez,Davit Khvedelidze,Luka Macharashvili,Ucha Pipia,False,False,False,True,3,12,0.25,328,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,112,Ecole Polytechnique,France,cnXtv,Flaviu-Cristian Verde,Luca Metehau,Luca Perju Verzotti,False,False,False,True,3,12,0.25,364,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,113,Universidad Nacional de Rosario,Argentina,Don Gato,Federico Bersano,Franco De Rico,Sebastián Mestre,False,False,False,True,3,12,0.25,387,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,114,Universidad Nacional de Ingeniería - FC,Peru,Rating is just a number,Emanuel Soto Ortega,Mijail Poccohuanca,Ricardo Ulloa Vega,False,False,False,True,3,12,0.25,450,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,115,Khulna University of Engineering & Technology,Bangladesh,KUET_Effervescent,Arnob Sarker,Md Mehrab Hossain Opi,Sharif Minhazul Islam,False,False,False,True,3,12,0.25,464,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,116,Universidad Tecnológica Nacional - Facultad Regional Santa Fe,Argentina,Fruta Fresca,Federico Nahuel Quijada,Juan Pablo Cabaña,Mariano Feresin,False,False,False,True,3,12,0.25,476,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,117,Rutgers University,United States,Rutgers-carpcarpcarpcarpcarp,Eric Yang,Nicholas Belov,Thomas Yang,False,False,False,True,3,12,0.25,513,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,118,Kutaisi International University,Georgia,Minor Berburbation,Erekle Khomasuridze,Nika Tamliani,Tevdore Nadareishvili,False,False,False,True,3,12,0.25,536,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,119,Belarusian State University of Informatics and Radioelectronics,Belarus,Belarusian SUIR #1: So stuffy,Aliaksandr Loseu,Mikita Halukh,Raman Markavets,False,False,False,True,3,12,0.25,550,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,120,The University of Jordan,Jordan,Where you at & how much you have,Khaled Abu Sarhan,Muhannad Alwarawreh,Salem Warawreh,False,False,False,True,3,12,0.25,607,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,121,Syrian Virtual University,Syria,Proven by AC,Ahmad Alghadban,Ammar Haj Ahmad Dabaan,Mohamad Hallak,False,False,False,True,3,12,0.25,657,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,122,Indian Institute of Technology - Varanasi,India,PerfecTerror,Nakshatra Shivhare,Nitish Kumar,Rohan Rohan,False,False,False,True,3,12,0.25,680,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,123,Institut Superieur d'Informatique,Tunisia,eBsilong,Mohamed Aziz Smiri,Saif Allah Ben Khelil,Yassine Hajji,False,False,False,True,3,12,0.25,701,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,124,Saarland University,Germany,<(OvO)>,Asadullo Ganiev,Janine Lohse,Niklas Mück,False,False,False,True,3,12,0.25,742,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,125,Cornell University,United States,Cornell-Kappa,Omkar Bhalerao,Tenghao Li,Yi Xu,False,False,False,True,3,12,0.25,886,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,126,University of Tehran,Iran,Lomana,Amirreza Mazinani,Behrad Hemati Aghabagheri,Seyed Parsa Pordastan,False,False,False,True,2,12,0.17,81,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,127,Ain Shams University - Faculty of Computer and Information Sciences,Egypt,BA3DEN,Abdallah Sherif,Youssef Morsi,Ziad Tarek,False,False,False,True,2,12,0.17,328,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,128,Assiut University,Egypt,Ala7lam_team,Ahmed Ezzat,Mahmoud Abd Alkareem,Muhammad Mustafa,False,False,False,True,2,12,0.17,338,
